Date,Product,Size,Location,Quantity,Price_per_unit,Total_Sale
2024-01-24,Americano,Small,Downtown,3,2.16,6.48
2024-04-23,Latte,Small,Downtown,4,2.1,8.4
2024-02-01,Latte,Small,Downtown,3,3.27,9.81
2024-02-16,Mocha,Large,Airport,3,2.25,6.75
2024-03-26,Mocha,Large,Mall,1,3.82,3.82
2024-01-23,Latte,Medium,Downtown,1,4.64,4.64
2024-03-06,Mocha,Large,University,3,4.65,13.950000000000001
2024-01-27,Cappuccino,Medium,Airport,4,3.98,15.92
2024-04-15,Latte,Medium,Airport,2,2.63,5.26
2024-01-02,Mocha,Large,Downtown,4,4.59,18.36
2024-03-30,Latte,Medium,Airport,2,4.66,9.32
2024-01-17,Americano,Large,Downtown,4,2.59,10.36
2024-04-13,Espresso,Medium,Mall,1,4.21,4.21
2024-02-02,Latte,Large,Mall,3,2.86,8.58
2024-01-09,Espresso,Large,Airport,3,4.41,13.23
2024-02-12,Mocha,Medium,Airport,1,4.99,4.99
2024-04-27,Espresso,Small,University,2,2.09,4.18
2024-02-17,Latte,Medium,Airport,2,4.69,9.38
2024-02-08,Americano,Large,University,2,3.87,7.74
2024-04-02,Mocha,Small,Mall,1,4.92,4.92
2024-02-11,Latte,Medium,Mall,2,3.4,6.8
2024-04-28,Mocha,Medium,Downtown,1,4.54,4.54
2024-01-26,Cappuccino,Medium,Mall,4,2.19,8.76
2024-04-08,Espresso,Small,University,4,3.01,12.04
2024-02-19,Cappuccino,Large,Airport,1,2.2,2.2
2024-01-25,Latte,Medium,Downtown,3,4.93,14.79
2024-01-24,Americano,Medium,University,4,4.45,17.8
2024-01-13,Mocha,Medium,Airport,2,4.56,9.12
2024-02-29,Espresso,Medium,Downtown,1,4.81,4.81
2024-01-07,Mocha,Medium,Mall,2,2.26,4.52
2024-02-26,Latte,Large,University,2,3.16,6.32
2024-02-05,Mocha,Large,Airport,3,2.21,6.63
2024-02-14,Espresso,Medium,Downtown,2,2.63,5.26
2024-01-20,Latte,Small,Downtown,3,2.69,8.07
2024-03-05,Mocha,Large,Mall,4,3.41,13.64
2024-01-08,Americano,Small,Airport,1,2.81,2.81
2024-04-19,Latte,Large,Mall,2,2.3,4.6
2024-01-16,Latte,Medium,Mall,1,2.5,2.5
2024-01-14,Americano,Large,Airport,2,2.44,4.88
2024-03-16,Cappuccino,Medium,Airport,1,4.92,4.92
2024-04-24,Espresso,Large,Airport,2,4.28,8.56
2024-03-27,Cappuccino,Medium,University,2,4.9,9.8
2024-01-15,Mocha,Medium,Airport,2,3.32,6.64
2024-04-01,Americano,Medium,Downtown,2,2.84,5.68
2024-04-07,Cappuccino,Medium,Mall,2,4.39,8.78
2024-03-06,Latte,Small,University,2,2.98,5.96
2024-02-01,Mocha,Medium,Airport,2,2.9,5.8
2024-03-27,Mocha,Small,University,2,2.7,5.4
2024-03-03,Cappuccino,Small,Airport,2,2.39,4.78
2024-03-26,Cappuccino,Medium,University,1,2.77,2.77
2024-02-20,Americano,Small,Mall,3,3.07,9.209999999999999
2024-01-25,Espresso,Large,Mall,2,4.02,8.04
2024-02-27,Cappuccino,Medium,Downtown,3,2.19,6.57
2024-03-03,Cappuccino,Small,Downtown,2,2.63,5.26
2024-03-02,Latte,Medium,Airport,2,4.43,8.86
2024-01-22,Mocha,Medium,Mall,1,2.44,2.44
2024-02-27,Espresso,Medium,University,4,3.03,12.12
2024-02-27,Latte,Small,University,4,4.59,18.36
2024-03-26,Americano,Large,University,1,2.46,2.46
2024-02-18,Americano,Large,Downtown,3,2.25,6.75
2024-02-21,Cappuccino,Small,University,4,3.45,13.8
2024-02-11,Cappuccino,Medium,Downtown,1,2.91,2.91
2024-03-10,Americano,Small,Downtown,1,3.69,3.69
2024-01-15,Cappuccino,Small,Airport,4,4.41,17.64
2024-02-23,Espresso,Small,University,3,2.41,7.23
2024-04-16,Cappuccino,Medium,University,1,3.74,3.74
2024-02-29,Mocha,Small,Mall,2,3.52,7.04
2024-04-10,Cappuccino,Medium,Airport,3,2.43,7.290000000000001
2024-04-06,Latte,Small,Mall,3,3.87,11.61
2024-01-08,Espresso,Large,Airport,4,2.82,11.28
2024-02-22,Latte,Small,University,4,3.46,13.84
2024-02-29,Latte,Small,Downtown,2,2.25,4.5
2024-04-17,Mocha,Large,Downtown,1,3.38,3.38
2024-04-17,Espresso,Medium,Downtown,4,2.92,11.68
2024-01-05,Espresso,Medium,Downtown,4,4.47,17.88
2024-04-12,Espresso,Small,Downtown,3,2.17,6.51
2024-03-08,Espresso,Large,Mall,4,3.26,13.04
2024-01-06,Espresso,Medium,Airport,4,3.38,13.52
2024-04-18,Mocha,Small,University,4,4.18,16.72
2024-04-05,Cappuccino,Large,Mall,4,3.72,14.88
2024-04-25,Latte,Medium,Airport,3,4.0,12.0
2024-04-03,Espresso,Medium,Downtown,2,4.33,8.66
2024-02-16,Cappuccino,Large,Airport,2,4.59,9.18
2024-04-08,Cappuccino,Large,Airport,1,2.94,2.94
2024-02-24,Latte,Large,Downtown,4,3.61,14.44
2024-02-09,Mocha,Large,Downtown,3,4.52,13.559999999999999
2024-02-21,Americano,Small,Downtown,1,4.97,4.97
2024-01-16,Americano,Large,University,1,4.67,4.67
2024-01-13,Cappuccino,Medium,Downtown,2,3.11,6.22
2024-04-23,Latte,Medium,University,3,2.59,7.77
2024-04-15,Americano,Small,Downtown,3,3.47,10.41
2024-01-30,Cappuccino,Medium,University,3,4.22,12.66
2024-01-19,Mocha,Medium,Airport,2,3.48,6.96
2024-01-17,Americano,Large,Mall,2,3.45,6.9
2024-04-29,Cappuccino,Medium,Airport,2,4.51,9.02
2024-03-03,Cappuccino,Small,Airport,2,3.08,6.16
2024-01-19,Espresso,Large,Downtown,2,4.58,9.16
2024-04-01,Mocha,Large,University,4,3.22,12.88
2024-02-27,Espresso,Small,Mall,4,2.98,11.92
2024-02-24,Latte,Large,Downtown,3,3.36,10.08
2024-03-30,Espresso,Large,Downtown,1,4.29,4.29
2024-04-10,Espresso,Small,Downtown,3,2.38,7.14
2024-03-30,Americano,Large,Airport,1,2.59,2.59
2024-04-26,Cappuccino,Small,University,2,4.85,9.7
2024-03-02,Mocha,Small,University,1,2.53,2.53
2024-01-23,Espresso,Medium,Mall,3,3.7,11.100000000000001
2024-01-09,Mocha,Medium,University,3,3.74,11.22
2024-01-12,Espresso,Large,University,1,3.47,3.47
2024-04-26,Latte,Large,Downtown,4,3.93,15.72
2024-01-01,Espresso,Small,Downtown,2,2.69,5.38
2024-02-27,Americano,Large,Airport,2,3.66,7.32
2024-01-01,Cappuccino,Small,Downtown,3,3.12,9.36
2024-04-20,Latte,Small,Downtown,4,3.99,15.96
2024-02-03,Espresso,Large,Downtown,1,2.42,2.42
2024-04-05,Mocha,Small,Downtown,2,3.71,7.42
2024-04-27,Latte,Medium,Airport,4,2.56,10.24
2024-02-17,Latte,Large,Downtown,2,2.84,5.68
2024-03-29,Espresso,Medium,Mall,4,2.66,10.64
2024-04-13,Latte,Large,Mall,4,2.55,10.2
2024-04-18,Mocha,Small,Mall,3,4.48,13.440000000000001
2024-04-26,Latte,Large,Mall,2,2.86,5.72
2024-01-01,Mocha,Medium,Downtown,1,4.78,4.78
2024-01-16,Espresso,Small,Mall,3,4.91,14.73
2024-03-01,Cappuccino,Large,Downtown,3,3.71,11.129999999999999
2024-04-12,Latte,Large,Airport,1,2.43,2.43
2024-03-04,Cappuccino,Large,Mall,3,3.12,9.36
2024-03-03,Mocha,Medium,University,4,4.39,17.56
2024-03-09,Latte,Medium,Mall,4,3.1,12.4
2024-01-22,Americano,Large,Mall,2,2.26,4.52
2024-04-02,Cappuccino,Small,Downtown,2,3.67,7.34
2024-04-28,Latte,Small,Mall,1,4.54,4.54
2024-03-07,Cappuccino,Medium,University,2,4.39,8.78
2024-03-16,Latte,Small,Downtown,4,2.53,10.12
2024-01-26,Espresso,Medium,Downtown,1,4.02,4.02
2024-01-16,Cappuccino,Large,Airport,1,2.66,2.66
2024-02-20,Americano,Medium,Airport,2,2.65,5.3
2024-04-10,Americano,Medium,Mall,4,4.62,18.48
2024-03-26,Mocha,Large,Airport,1,2.75,2.75
2024-02-26,Latte,Small,Airport,4,2.79,11.16
2024-01-29,Cappuccino,Medium,Airport,4,2.0,8.0
2024-03-18,Mocha,Medium,Downtown,4,4.61,18.44
2024-04-01,Cappuccino,Large,Downtown,2,4.38,8.76
2024-03-09,Latte,Small,Downtown,3,3.88,11.64
2024-02-16,Americano,Medium,Airport,3,4.25,12.75
2024-04-22,Espresso,Large,Downtown,1,2.46,2.46
2024-04-03,Americano,Medium,Airport,4,3.37,13.48
2024-04-19,Mocha,Large,Downtown,2,3.05,6.1
2024-03-02,Espresso,Small,Downtown,4,2.28,9.12
2024-04-25,Mocha,Small,University,4,3.46,13.84
2024-03-09,Latte,Small,Mall,2,4.76,9.52
2024-03-16,Espresso,Small,Airport,3,2.12,6.36
2024-01-16,Mocha,Medium,University,4,2.87,11.48
2024-03-30,Latte,Medium,Downtown,4,2.62,10.48
2024-03-30,Americano,Small,Airport,3,2.71,8.129999999999999
2024-02-17,Latte,Small,Downtown,2,4.73,9.46
2024-03-25,Cappuccino,Small,Mall,1,3.4,3.4
2024-02-08,Latte,Medium,University,3,3.4,10.2
2024-04-09,Latte,Small,Mall,1,4.28,4.28
2024-02-02,Cappuccino,Small,University,1,2.46,2.46
2024-04-03,Mocha,Small,Downtown,3,3.46,10.379999999999999
2024-04-10,Mocha,Large,Mall,4,3.29,13.16
2024-01-23,Latte,Small,Mall,1,3.79,3.79
2024-01-10,Cappuccino,Large,Downtown,1,5.0,5.0
2024-04-27,Cappuccino,Large,Mall,2,4.31,8.62
2024-03-09,Americano,Small,Airport,4,3.19,12.76
2024-04-09,Mocha,Large,University,1,4.48,4.48
2024-02-03,Espresso,Small,University,2,2.51,5.02
2024-02-21,Mocha,Medium,University,4,2.09,8.36
2024-04-04,Mocha,Medium,Airport,3,2.61,7.83
2024-01-10,Americano,Medium,University,3,3.02,9.06
2024-01-19,Espresso,Medium,Downtown,2,3.53,7.06
2024-02-27,Americano,Large,Mall,3,3.85,11.55
2024-04-05,Espresso,Small,Airport,1,4.73,4.73
2024-01-01,Latte,Small,University,4,3.53,14.12
2024-04-29,Espresso,Small,Downtown,1,3.5,3.5
2024-03-09,Americano,Medium,Mall,1,2.15,2.15
2024-04-18,Mocha,Medium,Mall,3,2.1,6.300000000000001
2024-01-04,Espresso,Small,Airport,1,3.65,3.65
2024-01-16,Espresso,Medium,Airport,3,3.31,9.93
2024-01-24,Cappuccino,Small,Airport,4,4.52,18.08
2024-03-20,Mocha,Small,Downtown,4,2.48,9.92
2024-04-28,Latte,Small,Downtown,1,2.07,2.07
2024-01-02,Americano,Small,Airport,2,3.35,6.7
2024-04-22,Latte,Small,University,3,2.71,8.129999999999999
2024-04-01,Mocha,Small,Mall,3,2.15,6.449999999999999
2024-02-01,Espresso,Small,Mall,1,4.17,4.17
2024-03-31,Espresso,Medium,Downtown,3,2.33,6.99
2024-03-24,Mocha,Small,Mall,3,3.82,11.459999999999999
2024-01-24,Espresso,Small,University,2,2.84,5.68
2024-01-12,Espresso,Medium,Mall,2,2.52,5.04
2024-02-19,Espresso,Medium,Downtown,1,3.14,3.14
2024-02-04,Americano,Medium,Downtown,2,4.4,8.8
2024-02-02,Americano,Small,University,1,3.18,3.18
2024-02-02,Cappuccino,Large,University,4,4.25,17.0
2024-03-01,Latte,Large,Mall,1,2.38,2.38
2024-02-20,Mocha,Medium,Mall,4,4.32,17.28
2024-02-12,Mocha,Large,Downtown,1,2.71,2.71
2024-04-10,Mocha,Medium,University,3,4.03,12.09
2024-01-12,Cappuccino,Small,University,2,3.7,7.4
2024-03-07,Americano,Large,University,4,4.79,19.16
2024-03-05,Cappuccino,Small,Mall,1,3.16,3.16
2024-02-02,Mocha,Large,University,2,2.2,4.4
2024-02-09,Latte,Small,Downtown,1,2.06,2.06
2024-03-14,Espresso,Large,Downtown,2,4.48,8.96
2024-02-12,Americano,Small,Mall,2,3.57,7.14
2024-02-13,Americano,Small,Airport,1,4.33,4.33
2024-01-29,Cappuccino,Large,Mall,4,2.7,10.8
2024-01-13,Americano,Small,Airport,4,3.04,12.16
2024-01-12,Mocha,Small,University,3,2.09,6.27
2024-04-04,Mocha,Small,Mall,2,4.88,9.76
2024-02-15,Cappuccino,Large,Downtown,3,4.0,12.0
2024-01-02,Mocha,Large,University,3,4.8,14.399999999999999
2024-04-24,Latte,Small,Downtown,1,2.8,2.8
2024-04-23,Cappuccino,Small,University,1,3.83,3.83
2024-02-04,Latte,Large,Mall,1,4.04,4.04
2024-03-27,Espresso,Large,Airport,2,2.95,5.9
2024-03-21,Latte,Small,University,1,4.54,4.54
2024-03-30,Espresso,Small,Airport,1,4.84,4.84
2024-01-08,Espresso,Small,University,2,4.65,9.3
2024-04-02,Latte,Medium,Downtown,2,4.22,8.44
2024-01-26,Cappuccino,Large,Downtown,4,2.83,11.32
2024-03-14,Mocha,Medium,University,1,2.84,2.84
2024-03-30,Mocha,Large,Airport,1,4.89,4.89
2024-02-03,Espresso,Large,Mall,1,2.03,2.03
2024-04-24,Espresso,Large,Mall,4,4.15,16.6
2024-04-14,Cappuccino,Large,Downtown,1,4.12,4.12
2024-01-07,Americano,Large,Mall,4,3.87,15.48
2024-03-08,Latte,Large,Downtown,3,4.97,14.91
2024-02-27,Espresso,Large,Mall,4,2.94,11.76
2024-04-26,Mocha,Medium,University,3,3.02,9.06
2024-04-23,Cappuccino,Small,Downtown,1,2.24,2.24
2024-04-18,Latte,Small,Downtown,3,3.33,9.99
2024-03-15,Cappuccino,Medium,University,4,2.78,11.12
2024-01-29,Latte,Medium,Downtown,2,3.03,6.06
2024-04-29,Latte,Medium,Mall,3,4.5,13.5
2024-02-05,Espresso,Medium,Mall,3,4.81,14.43
2024-03-29,Cappuccino,Large,Downtown,1,2.56,2.56
2024-01-21,Cappuccino,Small,Mall,4,3.12,12.48
2024-02-05,Mocha,Large,Airport,3,4.79,14.370000000000001
2024-01-10,Mocha,Small,Downtown,3,2.19,6.57
2024-04-10,Espresso,Small,University,3,2.28,6.84
2024-03-13,Espresso,Medium,Airport,3,2.49,7.470000000000001
2024-01-24,Americano,Large,Downtown,2,3.79,7.58
2024-03-04,Mocha,Medium,University,4,2.45,9.8
2024-04-08,Latte,Large,Mall,1,4.9,4.9
2024-02-18,Cappuccino,Small,University,1,3.34,3.34
2024-04-08,Espresso,Medium,Airport,2,3.5,7.0
2024-04-21,Cappuccino,Medium,Mall,4,2.74,10.96
2024-02-05,Cappuccino,Small,Downtown,3,3.41,10.23
2024-03-22,Americano,Small,Mall,2,3.99,7.98
2024-04-22,Mocha,Small,Downtown,4,4.25,17.0
2024-04-12,Espresso,Medium,Downtown,3,4.26,12.78
2024-04-05,Cappuccino,Large,University,2,3.73,7.46
2024-01-24,Espresso,Medium,University,4,4.71,18.84
2024-01-23,Latte,Large,University,1,4.45,4.45
2024-03-02,Americano,Medium,Airport,1,4.27,4.27
2024-04-05,Latte,Medium,Airport,4,2.17,8.68
2024-02-06,Espresso,Small,University,1,2.02,2.02
2024-01-12,Espresso,Large,Airport,4,2.64,10.56
2024-04-22,Mocha,Medium,Mall,3,3.99,11.97
2024-02-24,Cappuccino,Medium,Mall,4,3.23,12.92
2024-01-13,Cappuccino,Small,Airport,3,3.21,9.629999999999999
2024-01-23,Latte,Small,Airport,2,4.65,9.3
2024-03-29,Americano,Large,Mall,4,4.69,18.76
2024-04-08,Cappuccino,Medium,Downtown,2,4.73,9.46
2024-04-14,Mocha,Large,Mall,1,2.94,2.94
2024-01-30,Latte,Medium,Mall,3,4.07,12.21
2024-01-17,Latte,Large,Airport,4,2.81,11.24
2024-04-22,Mocha,Small,Mall,2,2.57,5.14
2024-03-02,Americano,Medium,Airport,3,2.55,7.6499999999999995
2024-03-24,Mocha,Large,Airport,3,3.03,9.09
2024-04-21,Americano,Small,University,1,3.29,3.29
2024-03-29,Mocha,Small,Mall,1,4.49,4.49
2024-03-26,Mocha,Large,Downtown,3,2.36,7.08
2024-01-13,Espresso,Medium,University,3,4.2,12.600000000000001
2024-02-28,Latte,Medium,Airport,4,3.59,14.36
2024-01-19,Mocha,Small,Airport,3,2.86,8.58
2024-02-18,Mocha,Medium,Downtown,4,3.48,13.92
2024-04-09,Cappuccino,Medium,Airport,3,2.9,8.7
2024-01-12,Latte,Medium,Mall,1,3.79,3.79
2024-03-01,Cappuccino,Small,University,4,3.3,13.2
2024-04-14,Latte,Large,Airport,2,2.49,4.98
2024-01-19,Cappuccino,Medium,Airport,1,2.35,2.35
2024-03-16,Mocha,Small,Downtown,4,3.64,14.56
2024-01-09,Mocha,Small,Mall,4,4.71,18.84
2024-03-11,Espresso,Large,Airport,2,3.03,6.06
2024-01-28,Cappuccino,Medium,Downtown,4,4.2,16.8
2024-03-18,Americano,Medium,Airport,3,3.98,11.94
2024-04-04,Espresso,Large,Downtown,2,4.79,9.58
2024-02-21,Cappuccino,Large,Downtown,1,4.46,4.46
2024-03-23,Cappuccino,Small,Mall,1,3.7,3.7
2024-04-20,Espresso,Small,Airport,3,3.97,11.91
2024-01-16,Mocha,Large,Mall,1,4.7,4.7
2024-04-26,Cappuccino,Medium,Downtown,4,3.2,12.8
2024-03-09,Mocha,Small,University,4,2.98,11.92
2024-04-08,Espresso,Small,Airport,3,2.03,6.09
2024-01-12,Mocha,Medium,University,1,4.48,4.48
2024-01-25,Latte,Small,Airport,1,4.4,4.4
2024-02-21,Americano,Medium,Mall,3,2.31,6.93
2024-03-25,Cappuccino,Medium,Mall,2,3.73,7.46
2024-04-09,Americano,Medium,Mall,1,3.39,3.39
2024-02-22,Mocha,Large,Mall,2,2.36,4.72
2024-01-23,Cappuccino,Large,Mall,1,4.94,4.94
2024-01-16,Mocha,Large,University,1,2.64,2.64
2024-02-26,Latte,Medium,Mall,1,2.2,2.2
2024-02-08,Espresso,Medium,Downtown,1,3.78,3.78
2024-04-18,Cappuccino,Large,Downtown,4,4.22,16.88
2024-02-22,Latte,Small,University,2,2.1,4.2
2024-02-11,Latte,Medium,Airport,2,3.98,7.96
2024-02-27,Cappuccino,Small,Downtown,1,3.6,3.6
2024-02-08,Mocha,Small,Airport,1,2.31,2.31
2024-01-14,Latte,Medium,University,2,2.52,5.04
2024-04-04,Americano,Medium,Airport,4,3.7,14.8
2024-01-05,Latte,Small,Airport,3,2.89,8.67
2024-02-04,Mocha,Small,Airport,3,4.81,14.43
2024-03-27,Mocha,Large,Airport,2,4.46,8.92
2024-04-02,Americano,Large,University,1,4.95,4.95
2024-04-16,Latte,Medium,Downtown,1,2.78,2.78
2024-03-15,Mocha,Large,Mall,4,4.91,19.64
2024-01-18,Cappuccino,Large,Airport,3,3.29,9.870000000000001
2024-04-20,Espresso,Large,Downtown,4,3.04,12.16
2024-03-16,Espresso,Large,Downtown,3,2.15,6.449999999999999
2024-01-09,Espresso,Small,University,2,2.16,4.32
2024-03-14,Latte,Medium,Downtown,3,4.08,12.24
2024-02-27,Americano,Large,University,4,3.37,13.48
2024-04-17,Mocha,Small,Airport,4,2.68,10.72
2024-01-17,Cappuccino,Small,Airport,4,3.84,15.36
2024-04-11,Cappuccino,Small,Mall,2,2.76,5.52
2024-01-07,Latte,Large,Mall,3,3.73,11.19
2024-02-15,Espresso,Large,Mall,3,3.08,9.24
2024-01-13,Latte,Medium,Downtown,4,4.47,17.88
2024-02-09,Americano,Large,Airport,3,4.46,13.379999999999999
2024-02-11,Americano,Large,University,1,3.43,3.43
2024-01-09,Mocha,Small,Mall,1,3.05,3.05
2024-02-19,Mocha,Medium,University,1,3.09,3.09
2024-01-27,Americano,Large,University,3,4.42,13.26
2024-03-06,Americano,Large,Mall,2,2.98,5.96
2024-01-05,Americano,Small,Airport,2,2.63,5.26
2024-01-29,Latte,Small,Mall,2,2.25,4.5
2024-02-06,Americano,Large,University,2,3.4,6.8
2024-02-07,Cappuccino,Medium,Mall,1,3.45,3.45
2024-03-23,Espresso,Medium,University,1,4.52,4.52
2024-01-08,Americano,Small,University,4,2.66,10.64
2024-04-21,Espresso,Small,Mall,3,3.14,9.42
2024-04-18,Latte,Large,Downtown,3,4.43,13.29
2024-03-05,Espresso,Small,Mall,2,4.47,8.94
2024-03-26,Latte,Large,Downtown,1,3.15,3.15
2024-04-25,Cappuccino,Medium,University,2,3.38,6.76
2024-01-17,Latte,Medium,University,4,2.91,11.64
2024-03-11,Latte,Large,Downtown,3,4.8,14.399999999999999
2024-03-29,Mocha,Small,University,3,2.36,7.08
2024-02-14,Americano,Medium,Downtown,2,4.8,9.6
2024-01-04,Americano,Small,Downtown,4,4.05,16.2
2024-02-05,Cappuccino,Medium,University,3,3.59,10.77
2024-03-10,Cappuccino,Large,Airport,4,2.1,8.4
2024-01-31,Americano,Large,Downtown,4,3.43,13.72
2024-01-19,Mocha,Large,Mall,2,3.22,6.44
2024-03-01,Americano,Medium,Mall,1,2.48,2.48
2024-04-17,Mocha,Small,University,2,3.97,7.94
2024-02-23,Cappuccino,Small,Airport,1,4.91,4.91
2024-02-08,Espresso,Small,University,4,3.69,14.76
2024-03-31,Cappuccino,Medium,Airport,1,4.14,4.14
2024-03-14,Cappuccino,Medium,Downtown,4,2.21,8.84
2024-03-30,Latte,Medium,Downtown,3,3.25,9.75
2024-01-19,Latte,Medium,Downtown,3,2.35,7.050000000000001
2024-02-08,Latte,Medium,Downtown,3,3.84,11.52
2024-03-07,Latte,Small,Mall,2,4.82,9.64
2024-02-14,Mocha,Medium,Mall,2,3.99,7.98
2024-01-13,Americano,Medium,University,4,2.23,8.92
2024-04-23,Espresso,Small,Airport,3,3.06,9.18
2024-04-01,Cappuccino,Medium,Downtown,2,3.65,7.3
2024-02-27,Mocha,Small,Downtown,3,3.21,9.629999999999999
2024-01-20,Espresso,Small,Airport,2,4.5,9.0
2024-04-01,Mocha,Large,Airport,1,4.44,4.44
2024-03-12,Mocha,Large,University,1,3.84,3.84
2024-03-01,Cappuccino,Large,Airport,3,3.12,9.36
2024-04-14,Americano,Large,Downtown,4,2.77,11.08
2024-02-08,Latte,Medium,Downtown,2,2.32,4.64
2024-01-01,Americano,Large,Downtown,2,3.06,6.12
2024-01-03,Cappuccino,Small,Downtown,1,3.24,3.24
2024-03-17,Cappuccino,Medium,Downtown,1,4.03,4.03
2024-04-01,Cappuccino,Large,University,4,3.97,15.88
2024-03-02,Espresso,Small,Downtown,4,2.21,8.84
2024-03-03,Americano,Medium,University,4,3.19,12.76
2024-04-22,Americano,Medium,Downtown,3,2.55,7.6499999999999995
2024-01-25,Mocha,Large,Mall,1,2.47,2.47
2024-02-25,Mocha,Medium,Mall,3,4.48,13.440000000000001
2024-02-02,Mocha,Small,Mall,1,2.13,2.13
2024-02-07,Cappuccino,Medium,Mall,1,3.26,3.26
2024-04-26,Americano,Small,University,2,2.5,5.0
2024-01-06,Cappuccino,Medium,University,1,4.64,4.64
2024-02-27,Espresso,Large,Airport,1,3.67,3.67
2024-02-13,Mocha,Small,Downtown,3,2.69,8.07
2024-02-14,Cappuccino,Medium,Mall,1,3.51,3.51
2024-02-01,Cappuccino,Medium,University,3,4.19,12.57
2024-02-14,Espresso,Medium,Downtown,4,4.87,19.48
2024-03-01,Latte,Small,Downtown,1,2.66,2.66
2024-02-16,Americano,Small,University,1,4.66,4.66
2024-01-21,Latte,Small,Mall,3,4.8,14.399999999999999
2024-03-20,Mocha,Large,Airport,4,4.75,19.0
2024-04-27,Cappuccino,Large,Downtown,2,3.91,7.82
2024-03-25,Espresso,Small,Airport,4,3.89,15.56
2024-03-15,Espresso,Medium,Mall,3,3.21,9.629999999999999
2024-04-10,Americano,Large,Mall,4,4.26,17.04
2024-02-05,Latte,Small,Airport,3,3.59,10.77
2024-04-08,Americano,Medium,Mall,3,4.03,12.09
2024-01-19,Cappuccino,Large,Downtown,2,3.29,6.58
2024-01-20,Americano,Medium,Airport,1,4.19,4.19
2024-02-26,Espresso,Medium,Mall,3,4.47,13.41
2024-01-18,Espresso,Medium,Airport,3,2.44,7.32
2024-02-16,Mocha,Medium,Downtown,2,4.5,9.0
2024-04-14,Mocha,Large,Mall,3,3.62,10.86
2024-02-18,Cappuccino,Large,Downtown,1,4.53,4.53
2024-01-14,Latte,Large,Mall,2,3.29,6.58
2024-01-15,Americano,Small,University,1,3.14,3.14
2024-01-31,Cappuccino,Large,Mall,1,4.75,4.75
2024-01-01,Mocha,Medium,Airport,2,2.75,5.5
2024-04-26,Americano,Large,Mall,3,4.53,13.59
2024-02-23,Mocha,Medium,Downtown,1,3.45,3.45
2024-04-27,Americano,Small,Downtown,1,3.54,3.54
2024-01-03,Latte,Medium,Mall,1,2.93,2.93
2024-01-16,Cappuccino,Medium,Airport,1,3.72,3.72
2024-03-27,Americano,Medium,University,2,2.98,5.96
2024-02-26,Espresso,Small,Airport,2,2.12,4.24
2024-03-15,Espresso,Large,University,4,2.82,11.28
2024-01-12,Americano,Large,Downtown,4,2.02,8.08
2024-03-14,Americano,Small,Airport,1,4.94,4.94
2024-04-05,Americano,Medium,University,3,4.9,14.700000000000001
2024-01-16,Espresso,Large,Mall,1,3.19,3.19
2024-03-12,Espresso,Small,Downtown,3,4.19,12.57
2024-04-11,Americano,Large,Mall,1,3.04,3.04
2024-03-16,Mocha,Small,Downtown,4,4.01,16.04
2024-01-24,Mocha,Medium,Airport,4,4.42,17.68
2024-01-28,Latte,Large,Airport,3,4.84,14.52
2024-04-26,Cappuccino,Small,Downtown,1,3.2,3.2
2024-01-08,Mocha,Large,Downtown,3,4.35,13.049999999999999
2024-04-01,Espresso,Large,Downtown,4,2.8,11.2
2024-02-05,Mocha,Large,Airport,1,4.97,4.97
2024-03-30,Latte,Large,University,1,2.08,2.08
2024-01-08,Latte,Small,Mall,3,3.81,11.43
2024-02-27,Cappuccino,Medium,Mall,2,3.98,7.96
2024-02-29,Mocha,Small,Airport,3,4.06,12.18
2024-02-19,Espresso,Small,Mall,4,2.36,9.44
2024-01-28,Espresso,Small,Downtown,4,4.82,19.28
2024-04-01,Americano,Medium,University,4,2.54,10.16
2024-04-10,Espresso,Large,Mall,4,3.87,15.48
2024-02-10,Cappuccino,Large,University,4,2.67,10.68
2024-04-09,Cappuccino,Large,Downtown,2,2.92,5.84
2024-03-04,Espresso,Medium,Mall,1,3.64,3.64
2024-01-27,Espresso,Large,Airport,3,3.25,9.75
2024-04-27,Americano,Medium,University,3,2.48,7.4399999999999995
2024-03-03,Espresso,Large,Downtown,4,2.51,10.04
2024-01-17,Americano,Large,University,3,3.25,9.75
2024-03-13,Americano,Small,Mall,4,4.27,17.08
2024-02-02,Espresso,Medium,Mall,2,4.69,9.38
2024-04-26,Latte,Small,Airport,2,2.25,4.5
2024-03-24,Latte,Small,Downtown,1,3.18,3.18
2024-03-17,Americano,Small,Downtown,2,2.3,4.6
2024-04-01,Espresso,Medium,Airport,2,2.05,4.1
2024-04-21,Latte,Medium,Airport,1,3.99,3.99
2024-01-29,Espresso,Large,Downtown,3,3.81,11.43
2024-01-13,Espresso,Small,University,4,2.49,9.96
2024-02-15,Espresso,Large,University,4,2.7,10.8
2024-02-04,Mocha,Small,Airport,3,2.07,6.209999999999999
2024-01-06,Espresso,Medium,University,1,4.5,4.5
2024-03-22,Mocha,Medium,Downtown,3,4.92,14.76
2024-04-24,Americano,Medium,Mall,2,2.41,4.82
2024-03-09,Latte,Small,Mall,1,2.69,2.69
2024-02-16,Latte,Medium,University,1,4.61,4.61
2024-01-25,Latte,Small,Airport,1,4.78,4.78
2024-03-06,Latte,Large,Airport,4,3.26,13.04
2024-01-10,Latte,Small,Airport,3,2.15,6.449999999999999
2024-02-25,Latte,Large,Airport,1,2.12,2.12
